,ontology,failed,failed_repair,steps,time,calls,iic_mcs,iic_remove,inf_mcs,inf_weakening,inf_remove
755,emo,False,False,1.0,2331.0,19393.0,0.7812879708383961,1.0,6175.0,7101.0,6715.0
756,emo,False,False,1.0,2105.0,22115.0,0.8868613138686131,0.8868613138686131,5775.0,6623.0,5775.0
757,emo,False,False,3.0,3592.0,30740.0,0.8252536640360767,0.5464174454828661,3569.0,4146.0,3997.0
758,emo,False,False,2.0,3921.0,30234.0,0.0,1.0,2645.0,2341.0,2335.0
759,emo,False,False,3.0,5011.0,21324.0,0.3242258652094718,0.3242258652094718,7252.0,6866.0,7252.0
760,emo,False,False,1.0,3814.0,25012.0,1.0,1.0,4455.0,4610.0,4455.0
761,emo,False,False,1.0,2226.0,24579.0,0.7633501967397415,0.7633501967397415,3662.0,4599.0,3662.0
762,emo,False,False,2.0,3125.0,13838.0,1.0,0.8242574257425742,8046.0,8165.0,7641.0
763,emo,False,False,1.0,2475.0,25144.0,0.5,0.5277777777777778,4442.0,4442.0,4426.0
764,emo,False,False,1.0,116226.0,17942.0,0.8042488619119879,0.8042488619119879,6108.0,6509.0,6108.0
765,emo,False,False,6.0,9135.0,26098.0,0.6163753449862005,1.0,6307.0,6560.0,6158.0
766,emo,False,False,2.0,2812.0,27763.0,0.5025210084033613,0.8866130212143379,3376.0,3379.0,2322.0
767,emo,False,False,1.0,1656.0,14803.0,0.18509615384615385,0.17939814814814814,6105.0,5581.0,6135.0
768,emo,False,False,2.0,3373.0,7427.0,0.14798206278026907,1.0,5057.0,4429.0,4428.0
769,emo,False,False,2.0,3316.0,20230.0,0.743006993006993,0.8098318240620958,7466.0,8022.0,7543.0
770,emo,False,False,1.0,4103.0,18082.0,1.0,1.0,5948.0,6101.0,5948.0
771,emo,False,False,1.0,9315.0,2635.0,0.0,0.003246753246753247,3748.0,2980.0,3286.0
772,emo,False,False,2.0,2528.0,26826.0,1.0,0.8818027210884354,3563.0,4134.0,3236.0
773,emo,False,False,1.0,2262.0,22385.0,0.12169811320754717,0.12169811320754717,5160.0,4358.0,5160.0
774,emo,False,False,1.0,2165.0,23169.0,0.5633587786259542,0.5693127962085308,5231.0,5480.0,5246.0
775,emo,False,False,2.0,11996.0,23032.0,1.0,0.75,6123.0,6760.0,6506.0
776,emo,False,False,1.0,6906.0,24080.0,1.0,1.0,3657.0,3801.0,3657.0
777,emo,False,False,1.0,1769.0,2529.0,0.5592592592592592,0.735191637630662,7216.0,7248.0,6978.0
778,emo,False,False,2.0,3211.0,17682.0,0.7494356659142212,1.0,8050.0,8713.0,8173.0
779,emo,False,False,1.0,3593.0,15663.0,0.36455696202531646,0.5,6960.0,6853.0,6853.0
780,emo,False,False,1.0,5915.0,25582.0,0.0,1.0,5165.0,4135.0,3830.0
781,emo,False,False,1.0,1893.0,25807.0,0.5,0.5,3826.0,3826.0,3826.0
782,emo,False,False,1.0,1752.0,25371.0,0.0,1.0,3708.0,3090.0,3088.0
783,emo,False,False,1.0,1964.0,3233.0,0.0,0.5,3497.0,2468.0,2468.0
784,emo,False,False,1.0,2384.0,26545.0,0.5,0.7758913412563667,5006.0,5006.0,4681.0
785,emo,False,False,1.0,8348.0,20404.0,0.547185095180235,1.0,6249.0,6482.0,6352.0
786,emo,False,False,2.0,2851.0,25035.0,0.34527972027972026,1.0,5025.0,4671.0,4535.0
787,emo,False,False,1.0,1910.0,22087.0,0.8546511627906976,0.9279123414071511,4873.0,6093.0,4609.0
788,emo,False,False,1.0,2168.0,4470.0,1.0,1.0,7797.0,8449.0,7797.0
789,emo,False,False,1.0,1963.0,12165.0,0.5932203389830508,0.5,7700.0,7821.0,7821.0
790,emo,False,False,1.0,2467.0,14763.0,1.0,0.8467741935483871,11955.0,12557.0,11869.0
791,emo,False,False,1.0,2171.0,2746.0,1.0,0.0,5477.0,5482.0,6366.0
792,emo,False,False,1.0,2231.0,3389.0,1.0,0.5,4526.0,5413.0,5413.0
793,emo,False,False,1.0,1757.0,1902.0,0.9197261978842564,0.7819148936170213,4180.0,5529.0,4469.0
794,emo,False,False,2.0,6487.0,25685.0,1.0,1.0,6291.0,6732.0,6585.0
795,emo,False,False,2.0,3595.0,17683.0,0.5,0.5,7293.0,7293.0,7293.0
796,emo,False,False,2.0,3207.0,23072.0,0.5431654676258992,0.3525264394829612,5942.0,5966.0,6217.0
797,emo,False,False,2.0,3690.0,17940.0,1.0,1.0,7993.0,8143.0,7993.0
798,emo,False,False,1.0,2475.0,19437.0,0.43868921775898523,1.0,7654.0,7538.0,7270.0
799,emo,False,False,2.0,3105.0,20994.0,0.6608910891089109,1.0,5602.0,6122.0,5342.0
800,emo,False,False,3.0,3824.0,27342.0,0.5,0.5,4062.0,4062.0,4062.0
801,emo,False,False,1.0,3448.0,15991.0,1.0,1.0,6585.0,6979.0,6149.0
802,emo,False,False,1.0,2286.0,16948.0,0.7603833865814696,0.7603833865814696,8337.0,8663.0,8337.0
803,emo,False,False,1.0,2691.0,19690.0,0.5245283018867924,0.5,7501.0,7514.0,7514.0
804,emo,False,False,1.0,1811.0,1664.0,0.18347509113001215,0.18347509113001215,8673.0,8152.0,8673.0
805,emo,False,False,1.0,2157.0,22733.0,0.45332588038010063,0.45332588038010063,5621.0,5454.0,5621.0
806,emo,False,False,1.0,1838.0,1746.0,0.5485074626865671,0.5,7485.0,7511.0,7511.0
807,emo,False,False,2.0,3335.0,20184.0,0.94,0.5,5120.0,6924.0,6924.0
808,emo,False,False,1.0,2625.0,20343.0,0.5,0.5,7729.0,7729.0,7729.0
809,emo,False,False,1.0,2688.0,20180.0,1.0,1.0,7158.0,7278.0,7158.0
810,emo,False,False,1.0,2387.0,27084.0,0.0,1.0,3201.0,3049.0,2897.0
811,emo,False,False,2.0,4741.0,23346.0,0.07801822323462415,0.07801822323462415,6528.0,3564.0,6528.0
812,emo,False,False,1.0,9911.0,3126.0,0.08609738884968243,0.08609738884968243,7175.0,6002.0,7175.0
813,emo,False,False,2.0,3041.0,23295.0,0.6346153846153846,1.0,6359.0,6737.0,6144.0
814,emo,False,False,1.0,3161.0,14639.0,0.5,0.5,9755.0,9755.0,9755.0
815,emo,False,False,1.0,3658.0,17735.0,0.5,0.6421568627450981,8155.0,8155.0,8039.0
816,emo,False,False,4.0,14900.0,18972.0,0.5598455598455598,0.5,8647.0,8678.0,8678.0
817,emo,False,False,1.0,7272.0,23502.0,0.8527131782945736,0.8527131782945736,3980.0,4708.0,3980.0
818,emo,False,False,4.0,33623.0,33830.0,0.691609977324263,0.5,3660.0,4167.0,4167.0
819,emo,False,False,1.0,1953.0,15845.0,0.5,0.6403712296983759,6475.0,6475.0,6354.0
820,emo,False,False,2.0,7479.0,20208.0,0.5,0.5,6845.0,6845.0,6845.0
821,emo,False,False,1.0,2358.0,15194.0,0.6426761277242777,1.0,6991.0,7554.0,6308.0
822,emo,False,False,1.0,3685.0,18074.0,0.0,0.5,6614.0,6475.0,6475.0
823,emo,False,False,1.0,2647.0,20917.0,0.5,0.5,6704.0,6704.0,6704.0
824,emo,False,False,1.0,3483.0,20172.0,1.0,0.33459500378501134,3855.0,4010.0,4447.0
825,emo,False,False,2.0,6833.0,16328.0,0.7088305489260143,0.7859649122807018,6592.0,6942.0,6616.0
826,emo,False,False,1.0,2033.0,16065.0,0.7945205479452054,0.5,5124.0,5554.0,5554.0
827,emo,False,False,1.0,9971.0,24578.0,0.5,0.5,5421.0,5421.0,5421.0
828,emo,False,False,1.0,2056.0,18167.0,0.22413793103448276,0.4698142414860681,6384.0,4528.0,4606.0
829,emo,False,False,1.0,5022.0,23735.0,0.8846815834767642,0.932157394843962,4362.0,5256.0,3345.0
830,emo,False,False,3.0,3571.0,23847.0,0.59375,1.0,6408.0,6534.0,6408.0
831,emo,False,False,1.0,2100.0,2432.0,0.6880252100840336,0.6880252100840336,5005.0,6437.0,5005.0
832,emo,False,False,1.0,51124.0,21590.0,0.7322551662174304,1.0,5320.0,5837.0,5280.0
833,emo,False,False,2.0,4014.0,23951.0,0.7722884724588303,1.0,5578.0,6537.0,5594.0
834,emo,False,False,1.0,2167.0,18943.0,0.7224859732412603,1.0,6552.0,7583.0,6184.0
835,emo,False,False,1.0,2408.0,21041.0,0.7084188911704312,0.7910142954390742,6136.0,6745.0,5890.0
836,emo,False,False,1.0,2088.0,21815.0,1.0,1.0,4027.0,5879.0,4027.0
837,emo,False,False,1.0,6098.0,20552.0,1.0,1.0,6022.0,6445.0,6022.0
838,emo,False,False,2.0,5634.0,18633.0,0.6212290502793296,1.0,8128.0,8345.0,8233.0
839,emo,False,False,2.0,3730.0,15075.0,0.4329501915708812,0.4329501915708812,8477.0,8442.0,8477.0
840,emo,False,False,2.0,3351.0,28817.0,0.013157894736842105,0.8726968174204355,3930.0,3782.0,2892.0
841,emo,False,False,1.0,2630.0,20811.0,0.6654411764705882,1.0,6306.0,6576.0,6178.0
842,emo,False,False,1.0,3775.0,19035.0,0.6314258001939864,1.0,6981.0,7252.0,6749.0
843,emo,False,False,1.0,2357.0,20972.0,1.0,0.22448979591836735,5516.0,5764.0,6628.0
844,emo,False,False,1.0,2440.0,16505.0,0.12264150943396226,0.010766045548654244,4802.0,4482.0,6845.0
845,emo,False,False,2.0,3626.0,17223.0,0.5527809307604994,0.7518455423055083,10572.0,10665.0,9778.0
846,emo,False,False,1.0,2260.0,21650.0,1.0,0.496,5324.0,5870.0,5881.0
847,emo,False,False,3.0,3922.0,24509.0,0.3842469398616285,0.32036613272311215,4737.0,4302.0,4773.0
848,emo,False,False,1.0,2737.0,24069.0,0.404147698533131,1.0,3747.0,3368.0,2682.0
849,emo,False,False,1.0,2215.0,29857.0,1.0,0.612772427774962,2142.0,2906.0,2461.0
850,emo,False,False,1.0,2027.0,12081.0,0.5665399239543726,0.58,8091.0,8126.0,7854.0
851,emo,False,False,1.0,4991.0,22344.0,0.7356544165054804,1.0,4887.0,5618.0,4907.0
852,emo,False,False,1.0,4780.0,26668.0,0.37830319888734354,0.5912305516265912,4617.0,4267.0,4138.0
853,emo,True,False,,,,,,,,
854,emo,True,False,,,,,,,,
855,evi,False,False,3.0,2827.0,4494.0,0.8484848484848485,0.5,797.0,820.0,820.0
856,evi,False,False,1.0,1414.0,1612.0,0.5,0.5,845.0,845.0,845.0
857,evi,False,False,9.0,4691.0,9960.0,0.5982142857142857,0.06784660766961652,508.0,552.0,845.0
858,evi,False,False,2.0,1453.0,2207.0,0.8950437317784257,0.916083916083916,574.0,845.0,726.0
859,evi,False,False,27.0,23976.0,32010.0,0.125,0.0967741935483871,847.0,823.0,873.0
860,evi,False,False,1.0,1303.0,1493.0,0.8493589743589743,0.5,629.0,847.0,847.0
861,evi,False,False,1.0,1011.0,2138.0,1.0,0.14213197969543148,363.0,385.0,667.0
862,evi,False,False,2.0,1621.0,2363.0,0.12903225806451613,0.20588235294117646,873.0,827.0,847.0
863,evi,False,False,1.0,1155.0,1967.0,0.06153846153846154,0.2033898305084746,850.0,451.0,556.0
864,evi,False,False,4.0,2732.0,3955.0,0.0967741935483871,0.5,875.0,850.0,850.0
865,evi,False,False,3.0,2105.0,3606.0,0.12903225806451613,0.5,850.0,827.0,827.0
866,evi,False,False,41.0,43188.0,45626.0,0.6920731707317073,0.15625,675.0,801.0,823.0
867,evi,False,False,6.0,3695.0,7134.0,0.13529411764705881,0.17647058823529413,875.0,751.0,850.0
868,evi,False,False,14.0,13044.0,20495.0,0.20634920634920634,0.20634920634920634,848.0,811.0,848.0
869,evi,False,False,1.0,1102.0,1196.0,0.8771929824561403,0.5,734.0,820.0,820.0
870,evi,False,False,1.0,1135.0,1654.0,0.9747899159663865,0.5,649.0,875.0,875.0
871,evi,False,False,1.0,1834.0,1586.0,0.5647058823529412,0.5,853.0,875.0,875.0
872,evi,False,False,1.0,1065.0,1183.0,0.08646616541353383,0.5714285714285714,847.0,627.0,612.0
873,evi,False,False,2.0,1549.0,2067.0,0.5,0.5,848.0,848.0,848.0
874,evi,False,False,1.0,1058.0,1975.0,0.11563169164882227,0.17873303167420815,819.0,460.0,744.0
875,evi,False,False,9.0,4520.0,8777.0,0.9551569506726457,0.9285714285714286,699.0,902.0,806.0
876,evi,False,False,1.0,1195.0,1061.0,0.8947368421052632,0.5,742.0,877.0,877.0
877,evi,False,False,18.0,10516.0,18268.0,0.7697841726618705,0.5,700.0,850.0,850.0
878,evi,False,False,7.0,4842.0,9166.0,0.7149122807017544,1.0,777.0,875.0,847.0
879,evi,False,False,7.0,3982.0,7991.0,0.7848101265822784,1.0,469.0,514.0,509.0
880,evi,False,False,7.0,4378.0,8684.0,0.9260042283298098,0.09375,444.0,847.0,873.0
881,evi,False,False,1.0,1101.0,942.0,1.0,1.0,848.0,853.0,848.0
882,evi,False,False,1.0,1114.0,1750.0,0.32054794520547947,1.0,696.0,565.0,540.0
883,evi,False,False,1.0,1014.0,883.0,0.5,0.5,875.0,875.0,875.0
884,evi,False,False,2.0,1151.0,2252.0,0.8538461538461538,0.5,395.0,487.0,487.0
885,evi,False,False,1.0,1058.0,1318.0,0.14285714285714285,0.8458904109589042,848.0,748.0,546.0
886,evi,False,False,1.0,1475.0,1559.0,0.9,0.5,827.0,875.0,875.0
887,evi,False,False,2.0,2007.0,2641.0,0.5,0.9482758620689655,875.0,875.0,823.0
888,evi,False,False,24.0,18730.0,29566.0,0.48344370860927155,0.07783018867924528,522.0,517.0,875.0
889,evi,False,False,1.0,1237.0,1541.0,0.7631578947368421,0.48,679.0,699.0,711.0
890,evi,False,False,9.0,5589.0,10194.0,0.924924924924925,0.0967741935483871,537.0,820.0,845.0
891,evi,False,False,2.0,1569.0,2177.0,0.3032069970845481,0.39285714285714285,757.0,622.0,694.0
892,evi,False,False,12.0,13624.0,14890.0,0.06666666666666667,0.06666666666666667,903.0,877.0,903.0
893,evi,False,False,19.0,14490.0,21709.0,0.5,0.5,875.0,875.0,875.0
894,evi,False,False,1.0,1080.0,907.0,0.5,0.5,877.0,877.0,877.0
895,evi,False,False,1.0,1340.0,1489.0,0.5,0.09375,847.0,847.0,873.0
896,evi,False,False,1.0,997.0,1402.0,0.5028571428571429,0.4852941176470588,500.0,501.0,507.0
897,evi,False,False,1.0,1428.0,1315.0,0.9,0.5,853.0,877.0,877.0
898,evi,False,False,2.0,1954.0,2291.0,0.9298245614035088,0.5,801.0,850.0,850.0
899,evi,False,False,2.0,2240.0,2932.0,1.0,0.5,845.0,847.0,847.0
900,evi,False,False,3.0,1698.0,2688.0,0.5,0.5,847.0,847.0,847.0
901,evi,False,False,1.0,934.0,1543.0,0.9792027729636048,0.9792027729636048,322.0,875.0,322.0
902,evi,False,False,1.0,1867.0,1321.0,0.9,0.5,853.0,877.0,877.0
903,evi,False,False,8.0,6106.0,10027.0,0.8680351906158358,1.0,597.0,848.0,845.0
904,evi,False,False,1.0,1117.0,1289.0,0.5,0.5,875.0,875.0,875.0
905,evi,False,False,1.0,1038.0,1121.0,0.15144230769230768,0.8461538461538461,779.0,489.0,408.0
906,evi,False,False,6.0,3989.0,6926.0,0.6991150442477876,0.7355769230769231,586.0,676.0,480.0
907,evi,False,False,2.0,1713.0,3098.0,0.36231884057971014,0.5,558.0,539.0,539.0
908,evi,False,False,2.0,1411.0,2058.0,0.8787878787878788,0.5,820.0,845.0,845.0
909,evi,False,False,23.0,12714.0,23696.0,0.2857142857142857,0.5,775.0,703.0,703.0
910,evi,False,False,1.0,1468.0,1498.0,0.5,0.5,877.0,877.0,877.0
911,evi,False,False,8.0,4320.0,8415.0,0.5,0.5,875.0,875.0,875.0
912,evi,False,False,8.0,8516.0,11038.0,0.7209302325581395,0.125,747.0,823.0,847.0
913,evi,False,False,1.0,1216.0,1541.0,0.5604026845637584,0.3488372093023256,546.0,582.0,595.0
914,evi,False,False,2.0,1926.0,2548.0,0.8666666666666667,0.5,806.0,850.0,850.0
915,evi,False,False,4.0,2348.0,4320.0,1.0,1.0,874.0,931.0,874.0
916,evi,False,False,1.0,892.0,1118.0,0.29411764705882354,0.5,349.0,314.0,314.0
917,evi,False,False,2.0,1741.0,2413.0,0.9767441860465116,0.9646017699115044,820.0,902.0,797.0
918,evi,False,False,2.0,1649.0,2611.0,0.391304347826087,1.0,649.0,599.0,537.0
919,evi,False,False,1.0,1176.0,1449.0,0.9887218045112782,1.0,615.0,875.0,623.0
920,evi,False,False,3.0,1391.0,2531.0,0.9929078014184397,0.5,458.0,875.0,875.0
921,evi,False,False,2.0,1746.0,2594.0,0.8666666666666667,0.5,782.0,848.0,848.0
922,evi,False,False,7.0,5181.0,8310.0,0.11764705882352941,0.12903225806451613,853.0,827.0,850.0
923,evi,False,False,5.0,2426.0,4263.0,0.3610503282275711,0.14127423822714683,715.0,588.0,847.0
924,evi,False,False,1.0,1228.0,1518.0,0.8778625954198473,0.5,523.0,820.0,820.0
925,evi,False,False,4.0,2348.0,4573.0,0.17479674796747968,0.12021857923497267,702.0,542.0,820.0
926,evi,False,False,9.0,5557.0,9215.0,0.7368421052631579,0.5,756.0,873.0,873.0
927,evi,False,False,10.0,4599.0,7985.0,0.32786885245901637,0.13333333333333333,823.0,781.0,847.0
928,evi,False,False,1.0,857.0,967.0,0.5,0.23232323232323232,489.0,489.0,542.0
929,evi,False,False,6.0,7039.0,7373.0,1.0,0.5,663.0,877.0,877.0
930,evi,False,False,11.0,8284.0,13469.0,0.11764705882352941,0.125,850.0,824.0,848.0
931,evi,False,False,2.0,1295.0,1682.0,0.5,0.5,541.0,541.0,541.0
932,evi,False,False,4.0,3105.0,4698.0,0.6850393700787402,0.5,759.0,853.0,853.0
933,evi,False,False,1.0,1587.0,1562.0,0.125,0.5,848.0,824.0,824.0
934,evi,False,False,55.0,89502.0,65858.0,0.11940298507462686,0.15625,853.0,802.0,824.0
935,evi,False,False,1.0,1130.0,1352.0,0.875,0.5,797.0,845.0,845.0
936,evi,False,False,32.0,31185.0,39390.0,0.5573770491803278,0.06896551724137931,816.0,823.0,848.0
937,evi,False,False,2.0,2079.0,2867.0,0.9344262295081968,0.8709677419354839,691.0,850.0,827.0
938,evi,False,False,1.0,1205.0,1632.0,0.24324324324324326,0.68,726.0,707.0,671.0
939,evi,False,False,3.0,2149.0,3339.0,0.855072463768116,0.5,627.0,823.0,823.0
940,evi,False,False,1.0,1081.0,1236.0,1.0,0.7755102040816326,404.0,430.0,376.0
941,evi,False,False,4.0,2238.0,3596.0,0.15151515151515152,0.5230769230769231,873.0,850.0,847.0
942,evi,False,False,1.0,1091.0,1203.0,0.6911196911196911,0.9805825242718447,751.0,850.0,652.0
943,evi,False,False,8.0,5561.0,9874.0,0.8507462686567164,0.0,632.0,820.0,848.0
944,evi,False,False,1.0,948.0,893.0,0.5,0.18627450980392157,380.0,380.0,444.0
945,evi,False,False,19.0,14768.0,18686.0,0.0967741935483871,0.0967741935483871,875.0,850.0,875.0
946,evi,False,False,1.0,1368.0,1345.0,0.8709677419354839,0.8709677419354839,827.0,850.0,827.0
947,evi,False,False,1.0,1006.0,853.0,0.5,0.5,875.0,875.0,875.0
948,evi,False,False,2.0,1512.0,2860.0,0.35789473684210527,0.3568075117370892,492.0,411.0,472.0
949,evi,False,False,7.0,5250.0,8194.0,0.955719557195572,0.9826839826839827,606.0,853.0,630.0
950,evi,False,False,1.0,1383.0,1407.0,0.5,0.5,850.0,850.0,850.0
951,evi,False,False,1.0,1689.0,1672.0,0.8823529411764706,0.5,682.0,877.0,877.0
952,evi,False,False,1.0,971.0,839.0,0.5,0.5,845.0,845.0,845.0
953,evi,False,False,4.0,4841.0,5664.0,0.7272727272727273,0.5,770.0,875.0,875.0
954,evi,False,False,1.0,1592.0,1856.0,0.6901408450704225,0.5,796.0,877.0,877.0
955,evi,True,True,,,,,,,,
956,evi,True,False,,,,,,,,
957,evi,True,False,,,,,,,,
958,evi,True,True,,,,,,,,
959,evi,True,False,,,,,,,,
960,evi,True,False,,,,,,,,
961,evi,True,False,,,,,,,,
962,evi,True,True,,,,,,,,
963,evi,True,False,,,,,,,,
964,evi,True,True,,,,,,,,
965,evi,True,False,,,,,,,,
966,evi,True,False,,,,,,,,
967,evi,True,False,,,,,,,,
968,evi,True,False,,,,,,,,
969,evi,True,False,,,,,,,,
970,evi,True,False,,,,,,,,
971,evi,True,False,,,,,,,,
972,evi,True,False,,,,,,,,
973,evi,True,True,,,,,,,,
974,evi,True,False,,,,,,,,
975,evi,True,False,,,,,,,,
976,evi,True,False,,,,,,,,
977,evi,True,True,,,,,,,,
978,evi,True,False,,,,,,,,
979,evi,True,False,,,,,,,,
980,evi,True,False,,,,,,,,
981,evi,True,False,,,,,,,,
982,evi,True,False,,,,,,,,
983,evi,True,True,,,,,,,,
984,evi,True,False,,,,,,,,
985,evi,True,False,,,,,,,,
986,evi,True,False,,,,,,,,
987,evi,True,False,,,,,,,,
988,evi,True,False,,,,,,,,
989,evi,True,False,,,,,,,,
990,evi,True,False,,,,,,,,
991,evi,True,False,,,,,,,,
992,evi,True,False,,,,,,,,
993,evi,True,False,,,,,,,,
994,evi,True,False,,,,,,,,
995,evi,True,False,,,,,,,,
996,evi,True,False,,,,,,,,
997,evi,True,False,,,,,,,,
998,evi,True,False,,,,,,,,
999,evi,True,False,,,,,,,,
1000,evi,True,False,,,,,,,,
1001,evi,True,True,,,,,,,,
1002,evi,True,False,,,,,,,,
1003,evi,True,False,,,,,,,,
1004,evi,True,False,,,,,,,,
1005,evi,True,False,,,,,,,,
1006,evi,True,False,,,,,,,,
1007,evi,True,False,,,,,,,,
1008,evi,True,True,,,,,,,,
1009,evi,True,False,,,,,,,,
1010,evi,True,False,,,,,,,,
1011,evi,True,False,,,,,,,,
1012,evi,True,False,,,,,,,,
1013,evi,True,False,,,,,,,,
1014,evi,True,True,,,,,,,,
1015,evi,True,False,,,,,,,,
1016,evi,True,False,,,,,,,,
1017,evi,True,False,,,,,,,,
1018,evi,True,False,,,,,,,,
1019,evi,True,False,,,,,,,,
1020,evi,True,True,,,,,,,,
1021,evi,True,False,,,,,,,,
1022,evi,True,True,,,,,,,,
1023,evi,True,False,,,,,,,,
1024,evi,True,False,,,,,,,,
1025,evi,True,False,,,,,,,,
1026,evi,True,False,,,,,,,,
1027,evi,True,True,,,,,,,,
1028,evi,True,False,,,,,,,,
1029,evi,True,False,,,,,,,,
1030,evi,True,False,,,,,,,,
1031,evi,True,False,,,,,,,,
1032,evi,True,False,,,,,,,,
1033,evi,True,False,,,,,,,,
1034,evi,True,True,,,,,,,,
1035,evi,True,False,,,,,,,,
1036,evi,True,False,,,,,,,,
1037,evi,True,False,,,,,,,,
1038,evi,True,False,,,,,,,,
1039,evi,True,False,,,,,,,,
1040,evi,True,False,,,,,,,,
1041,evi,True,False,,,,,,,,
1042,evi,True,False,,,,,,,,
1043,evi,True,False,,,,,,,,
1044,evi,True,False,,,,,,,,
1045,evi,True,False,,,,,,,,
1046,evi,True,False,,,,,,,,
1047,evi,True,False,,,,,,,,
1048,evi,True,True,,,,,,,,
1049,evi,True,False,,,,,,,,
1050,evi,True,False,,,,,,,,
1051,evi,True,False,,,,,,,,
1052,evi,True,False,,,,,,,,
1053,evi,True,False,,,,,,,,
1054,evi,True,False,,,,,,,,
1055,evi,True,False,,,,,,,,
1056,evi,True,False,,,,,,,,
1057,evi,True,False,,,,,,,,
1058,evi,True,False,,,,,,,,
1059,evi,True,True,,,,,,,,
1060,evi,True,False,,,,,,,,
1061,evi,True,False,,,,,,,,
1062,evi,True,False,,,,,,,,
1063,evi,True,False,,,,,,,,
1064,evi,True,False,,,,,,,,
1065,evi,True,False,,,,,,,,
1066,evi,True,False,,,,,,,,
1067,evi,True,False,,,,,,,,
1068,evi,True,False,,,,,,,,
1069,evi,True,False,,,,,,,,
1070,evi,True,True,,,,,,,,
1071,evi,True,False,,,,,,,,
1072,evi,True,False,,,,,,,,
1073,evi,True,False,,,,,,,,
1074,evi,True,False,,,,,,,,
1075,evi,True,False,,,,,,,,
1076,evi,True,False,,,,,,,,
1077,evi,True,True,,,,,,,,
1078,evi,True,False,,,,,,,,
1079,evi,True,False,,,,,,,,
1080,evi,True,False,,,,,,,,
1081,evi,True,False,,,,,,,,
1082,evi,True,False,,,,,,,,
1083,evi,True,True,,,,,,,,
1084,evi,True,True,,,,,,,,
1085,evi,True,False,,,,,,,,
1086,evi,True,False,,,,,,,,
1087,evi,True,True,,,,,,,,
1088,evi,True,False,,,,,,,,
1089,evi,True,True,,,,,,,,
1090,evi,True,False,,,,,,,,
1091,evi,True,False,,,,,,,,
1092,evi,True,True,,,,,,,,
1093,evi,True,False,,,,,,,,
1094,evi,True,False,,,,,,,,
1095,evi,True,False,,,,,,,,
1096,evi,True,False,,,,,,,,
1097,evi,True,False,,,,,,,,
1098,evi,True,False,,,,,,,,
1099,evi,True,False,,,,,,,,
1100,evi,True,False,,,,,,,,
1101,evi,True,False,,,,,,,,
1102,evi,True,False,,,,,,,,
1103,evi,True,False,,,,,,,,
1104,evi,True,False,,,,,,,,
1105,evi,True,False,,,,,,,,
1106,evi,True,True,,,,,,,,
1107,evi,True,False,,,,,,,,
1108,evi,True,False,,,,,,,,
1109,evi,True,False,,,,,,,,
1110,evi,True,False,,,,,,,,
1111,evi,True,False,,,,,,,,
1112,evi,True,False,,,,,,,,
1113,evi,True,False,,,,,,,,
1114,evi,True,False,,,,,,,,
1115,evi,True,False,,,,,,,,
1116,evi,True,False,,,,,,,,
1117,evi,True,False,,,,,,,,
1118,evi,True,True,,,,,,,,
1119,evi,True,False,,,,,,,,
1120,evi,True,False,,,,,,,,
1121,evi,True,False,,,,,,,,
1122,evi,True,False,,,,,,,,
1123,evi,True,False,,,,,,,,
1124,evi,True,False,,,,,,,,
1125,evi,True,False,,,,,,,,
1126,evi,True,False,,,,,,,,
1127,evi,True,True,,,,,,,,
1128,evi,True,False,,,,,,,,
1129,evi,True,False,,,,,,,,
1130,evi,True,False,,,,,,,,
1131,evi,True,False,,,,,,,,
1132,evi,True,False,,,,,,,,
1133,evi,True,False,,,,,,,,
1134,evi,True,False,,,,,,,,
1135,evi,True,False,,,,,,,,
1136,evi,True,False,,,,,,,,
1137,evi,True,False,,,,,,,,
1138,evi,True,False,,,,,,,,
1139,evi,True,False,,,,,,,,
1140,evi,True,False,,,,,,,,
1141,evi,True,False,,,,,,,,
1142,evi,True,True,,,,,,,,
1143,evi,True,False,,,,,,,,
1144,evi,True,False,,,,,,,,
1145,evi,True,False,,,,,,,,
1146,evi,True,False,,,,,,,,
1147,evi,True,False,,,,,,,,
1148,evi,True,True,,,,,,,,
1149,evi,True,False,,,,,,,,
1150,evi,True,False,,,,,,,,
1151,evi,True,False,,,,,,,,
1152,evi,True,False,,,,,,,,
1153,evi,True,False,,,,,,,,
1154,evi,True,False,,,,,,,,
1155,evi,True,False,,,,,,,,
1156,evi,True,False,,,,,,,,
1157,evi,True,False,,,,,,,,
1158,evi,True,False,,,,,,,,
1159,evi,True,False,,,,,,,,
1160,evi,True,False,,,,,,,,
1161,evi,True,False,,,,,,,,
1162,evi,True,False,,,,,,,,
1163,evi,True,False,,,,,,,,
1164,evi,True,True,,,,,,,,
1165,evi,True,False,,,,,,,,
1166,evi,True,True,,,,,,,,
1167,evi,True,False,,,,,,,,
1168,falls,False,False,1.0,738.0,1021.0,1.0,0.5,159.0,234.0,234.0
1169,falls,False,False,1.0,809.0,1165.0,0.9310344827586207,0.0,182.0,207.0,231.0
1170,falls,False,False,2.0,871.0,1282.0,1.0,1.0,248.0,260.0,248.0
1171,falls,False,False,1.0,704.0,548.0,0.5,0.5,205.0,205.0,205.0
1172,falls,False,False,7.0,1770.0,3927.0,0.22413793103448276,1.0,319.0,223.0,199.0
1173,falls,False,False,1.0,740.0,987.0,0.1935483870967742,1.0,209.0,190.0,186.0
