,ontology,failed,failed_repair,steps,time,calls,iic_mcs,iic_remove,inf_mcs,inf_weakening,inf_remove
1623,gbm,False,False,1.0,2478.0,12569.0,1.0,1.0,5142.0,5308.0,5142.0
1624,gbm,False,False,3.0,4642.0,15071.0,0.06244653550042772,0.06244653550042772,5685.0,2616.0,5685.0
1625,gbm,False,False,2.0,4117.0,10516.0,1.0,1.0,6251.0,7050.0,6251.0
1626,gbm,False,False,1.0,2241.0,9303.0,0.8267716535433071,1.0,4933.0,5182.0,5074.0
1627,gbm,False,False,1.0,2147.0,4333.0,0.07905138339920949,0.9950124688279302,5583.0,4305.0,1526.0
1628,gbm,False,False,2.0,4182.0,8121.0,0.9457013574660633,0.0,4727.0,7682.0,7720.0
1629,gbm,False,False,2.0,3524.0,6842.0,0.2079002079002079,0.0,7639.0,7358.0,7697.0
1630,gbm,False,False,1.0,2270.0,9044.0,1.0,0.5,3051.0,6612.0,6612.0
1631,gbm,False,False,2.0,3401.0,9182.0,0.13836477987421383,0.12427745664739884,7397.0,6937.0,7457.0
1632,gbm,False,False,2.0,3262.0,14847.0,1.0,0.8948231435933474,4096.0,7782.0,4411.0
1633,gbm,False,False,1.0,2293.0,7572.0,0.5,0.4602272727272727,7437.0,7437.0,7479.0
1634,gbm,False,False,2.0,4013.0,9576.0,0.8178368121442126,0.6866666666666666,6397.0,7067.0,7011.0
1635,gbm,False,False,1.0,2240.0,2377.0,0.0010779734099892202,0.0010779734099892202,7765.0,4988.0,7765.0
1636,gbm,False,False,1.0,2297.0,9759.0,1.0,0.5516483516483517,3064.0,6665.0,6618.0
1637,gbm,False,False,1.0,2486.0,13930.0,0.9531645569620253,0.27191098965449934,3122.0,4554.0,6891.0
1638,gbm,False,False,1.0,2320.0,7702.0,0.1282051282051282,0.5,6263.0,3914.0,3914.0
1639,gbm,False,False,1.0,1945.0,5072.0,0.250814332247557,1.0,6617.0,6311.0,3697.0
1640,gbm,False,False,1.0,2707.0,4844.0,0.696551724137931,0.696551724137931,7400.0,7457.0,7400.0
1641,gfvo,False,False,1.0,1663.0,2825.0,0.71539881074431,0.9575589459084605,5982.0,8083.0,4784.0
1642,gfvo,False,False,1.0,1559.0,1627.0,0.38922888616891066,0.13157894736842105,9431.0,9250.0,9334.0
1643,gfvo,False,False,1.0,1520.0,2799.0,1.0,1.0,8557.0,9260.0,8557.0
1644,gfvo,False,False,1.0,1704.0,4003.0,0.9620758483033932,0.5,6205.0,7131.0,7131.0
1645,gfvo,False,False,2.0,2144.0,3343.0,0.3205809422600071,0.5,9626.0,8613.0,8613.0
1646,gfvo,False,False,2.0,2777.0,4695.0,0.3397334538061893,0.3867116532572022,8938.0,7519.0,8392.0
1647,gfvo,False,False,2.0,2386.0,3039.0,0.0,0.10624666310731447,10114.0,8447.0,9922.0
1648,gfvo,False,False,4.0,4130.0,8386.0,0.07588075880758807,0.023310023310023312,8132.0,7193.0,9647.0
1649,gfvo,False,False,1.0,1608.0,2509.0,0.5859996464557186,0.9790007241129616,7032.0,8005.0,6682.0
1650,gfvo,False,False,1.0,1641.0,4353.0,0.9787595581988106,0.43577512776831345,7262.0,8389.0,8766.0
1651,gfvo,False,False,2.0,2632.0,3823.0,0.20413306451612903,0.6778025241276912,9562.0,8388.0,7909.0
1652,gfvo,False,False,1.0,1649.0,2889.0,0.1415929203539823,0.1415929203539823,9261.0,9180.0,9261.0
1653,gfvo,False,False,3.0,3812.0,7617.0,0.23218997361477572,0.25192649673977474,8941.0,7926.0,8763.0
1654,gfvo,False,False,1.0,1808.0,2090.0,0.5,0.26642771804062126,7710.0,7710.0,8101.0
1655,gfvo,False,False,1.0,1523.0,1596.0,0.6160919540229886,0.5,4242.0,4343.0,4343.0
1656,gfvo,False,False,2.0,2603.0,4272.0,0.5,0.1654320987654321,8368.0,8368.0,8910.0
1657,gfvo,False,False,1.0,1698.0,2113.0,0.7806138933764136,0.5,5505.0,8979.0,8979.0
1658,gfvo,False,False,2.0,2679.0,4798.0,0.7592137592137592,0.6238003838771593,9058.0,9269.0,9140.0
1659,gfvo,False,False,3.0,3004.0,5690.0,0.5,0.7481781376518218,8687.0,8687.0,8074.0
1660,gfvo,False,False,4.0,3922.0,7001.0,0.3351288957291266,0.0595939751146038,8170.0,7313.0,8658.0
1661,gfvo,False,False,1.0,1583.0,4847.0,0.0712719298245614,0.9681122448979592,9541.0,7977.0,4307.0
1662,gfvo,False,False,2.0,2728.0,3970.0,0.7716262975778547,0.7716262975778547,8365.0,9307.0,8365.0
1663,gfvo,False,False,1.0,1573.0,4163.0,0.2584524224468456,0.24167210973220118,8466.0,5694.0,8858.0
1664,gfvo,False,False,2.0,2504.0,3698.0,0.9755351681957186,1.0,8669.0,9291.0,9142.0
1665,gfvo,False,False,3.0,3288.0,4964.0,0.6857142857142857,1.0,7717.0,8458.0,6380.0
1666,gfvo,False,False,1.0,1489.0,2097.0,0.15384615384615385,0.25968109339407747,9038.0,8957.0,9168.0
1667,gfvo,False,False,1.0,1535.0,2496.0,0.06506024096385542,0.06506024096385542,8181.0,7820.0,8181.0
1668,gfvo,False,False,1.0,1972.0,2699.0,0.6154788646109863,0.5,7709.0,8840.0,8840.0
1669,gfvo,False,False,3.0,4366.0,6107.0,0.5,0.931139549055454,9179.0,9179.0,7764.0
1670,gfvo,False,False,1.0,1757.0,3041.0,0.26085176085176087,0.266875,9348.0,7012.0,9250.0
1671,gfvo,False,False,3.0,3238.0,6198.0,0.3352601156069364,0.8158976701690269,9465.0,9066.0,7683.0
1672,gfvo,False,False,4.0,4106.0,6571.0,0.42713270142180093,0.33279483037156704,9068.0,8822.0,9443.0
1673,gfvo,False,False,4.0,3792.0,8474.0,0.6481876332622601,0.6481876332622601,7738.0,8155.0,7738.0
1674,gfvo,False,False,1.0,1735.0,6624.0,0.5698324022346368,0.5,3147.0,3172.0,3172.0
1675,gfvo,False,False,5.0,5493.0,10438.0,0.5081967213114754,0.5,8133.0,8159.0,8159.0
1676,gfvo,False,False,1.0,1517.0,3767.0,0.8499134948096886,0.16806722689075632,7149.0,8767.0,8846.0
1677,gfvo,False,False,3.0,3498.0,5098.0,0.4373650107991361,0.22537878787878787,8514.0,8398.0,8688.0
1678,gfvo,False,False,1.0,1544.0,1856.0,0.5,0.4606440071556351,8622.0,8622.0,8710.0
1679,gfvo,False,False,1.0,1446.0,2172.0,0.15252018328605718,0.15252018328605718,9320.0,6135.0,9320.0
1680,gfvo,False,False,1.0,1558.0,4898.0,0.9872900590104403,0.5258259655653792,5955.0,8102.0,7880.0
1681,gfvo,False,False,6.0,5510.0,9606.0,0.3499841922225735,0.060851926977687626,7609.0,6660.0,7959.0
1682,gfvo,False,False,3.0,3448.0,6001.0,0.9663418954827281,0.5160220994475138,7893.0,8946.0,8859.0
1683,gfvo,False,False,1.0,1405.0,1718.0,0.6153225806451613,0.8604651162790697,6228.0,7372.0,6845.0
1684,gfvo,False,False,3.0,3425.0,8747.0,0.5413698630136986,0.9362815026153115,8743.0,9045.0,7210.0
1685,gfvo,False,False,2.0,2540.0,3514.0,0.027338129496402876,1.0,8957.0,8300.0,7145.0
1686,gfvo,False,False,1.0,1514.0,3412.0,0.8910467814828387,1.0,2258.0,8661.0,7649.0
1687,gfvo,False,False,1.0,1675.0,3096.0,0.9751243781094527,0.9751243781094527,8763.0,9336.0,8763.0
1688,gfvo,False,False,1.0,1736.0,1848.0,0.9612640163098879,0.9138755980861244,6368.0,9083.0,8910.0
1689,gfvo,False,False,1.0,1949.0,2733.0,0.39162929745889385,0.15681233933161953,7501.0,7211.0,9347.0
1690,gfvo,False,False,1.0,2011.0,2358.0,0.9712351945854484,0.8940809968847352,8607.0,9164.0,8911.0
1691,gfvo,False,False,1.0,1559.0,2108.0,0.2851173256187721,0.2709832134292566,9835.0,8498.0,9835.0
1692,gfvo,False,False,2.0,2605.0,5419.0,0.41425992779783394,0.43948635634028893,9343.0,8773.0,9150.0
1693,gfvo,False,False,1.0,1717.0,2469.0,0.5090961593993647,0.5,8860.0,8923.0,8923.0
1694,gfvo,False,False,1.0,1644.0,2686.0,0.6611410948342329,0.4415204678362573,7983.0,8819.0,8859.0
1695,gfvo,False,False,3.0,3465.0,10711.0,0.5101311084624554,0.6835757360766229,9118.0,9152.0,8117.0
1696,gfvo,False,False,1.0,1604.0,2241.0,0.9730685527747551,0.5,5962.0,9440.0,9440.0
1697,gfvo,False,False,2.0,2618.0,4010.0,0.6175455889600788,0.6175455889600788,8124.0,9078.0,8124.0
1698,gfvo,False,False,1.0,1525.0,2739.0,0.8984944147644488,1.0,8296.0,9937.0,8370.0
1699,gfvo,False,False,2.0,2469.0,3763.0,0.7246287128712872,0.9636963696369637,8282.0,9734.0,9453.0
1700,gfvo,False,False,2.0,2449.0,2932.0,0.963256076879593,0.46226415094339623,5873.0,9151.0,9167.0
1701,gfvo,False,False,1.0,2057.0,2029.0,0.7132352941176471,0.5,9945.0,10119.0,10119.0
1702,gfvo,False,False,1.0,1833.0,4233.0,0.3306122448979592,1.0,7622.0,7041.0,6620.0
1703,gfvo,False,False,3.0,3395.0,5702.0,0.07238095238095238,0.2239089184060721,8954.0,8505.0,8796.0
1704,gfvo,False,False,1.0,1656.0,3122.0,0.527843137254902,0.5,9007.0,9149.0,9149.0
1705,gfvo,False,False,1.0,1475.0,2538.0,0.8745072273324573,1.0,8150.0,9290.0,7978.0
1706,gfvo,False,False,1.0,1702.0,1640.0,0.6666666666666666,0.5,8947.0,9058.0,9058.0
1707,gfvo,False,False,9.0,8660.0,16452.0,0.31620553359683795,0.08047553726566073,7300.0,7021.0,8856.0
1708,gfvo,False,False,1.0,1444.0,3415.0,0.73558648111332,0.73558648111332,7932.0,8880.0,7932.0
1709,gfvo,False,False,1.0,1720.0,2063.0,0.8990825688073395,0.7390857729840781,9647.0,9734.0,8803.0
1710,gfvo,False,False,2.0,2245.0,4887.0,0.0,0.0,5879.0,3992.0,5879.0
1711,gfvo,False,False,3.0,3278.0,5656.0,0.10051694428489374,0.10051694428489374,8261.0,6870.0,8261.0
1712,gfvo,False,False,2.0,2543.0,4100.0,0.4556489262371615,0.03033175355450237,8394.0,8299.0,9290.0
1713,gfvo,False,False,1.0,1606.0,2920.0,0.9162790697674419,0.5,8860.0,9039.0,9039.0
1714,gfvo,False,False,1.0,1585.0,2905.0,0.7170844137136272,0.6115537848605578,7658.0,9165.0,9053.0
1715,gfvo,False,False,1.0,1590.0,1819.0,0.5,0.5,8839.0,8839.0,8839.0
1716,gfvo,False,False,1.0,1896.0,2409.0,0.24845147969717826,0.2944772773588751,8903.0,5979.0,7996.0
1717,gfvo,False,False,1.0,1509.0,2344.0,0.9724680432645034,0.9724680432645034,5601.0,9445.0,5601.0
1718,gfvo,False,False,1.0,1747.0,3341.0,1.0,1.0,7691.0,9597.0,7691.0
1719,gfvo,False,False,1.0,1671.0,2646.0,0.792,0.9545851528384279,8174.0,8247.0,7206.0
1720,gfvo,False,False,6.0,5849.0,10651.0,0.9650485436893204,1.0,8127.0,9085.0,8874.0
1721,gfvo,False,False,1.0,1863.0,2083.0,0.17751479289940827,0.1621106166560712,8580.0,7708.0,8771.0
1722,gfvo,False,False,1.0,1721.0,2018.0,0.7171945701357466,0.7171945701357466,7850.0,8042.0,7850.0
1723,gfvo,False,False,1.0,1556.0,2918.0,0.29744062716163244,0.051036682615629984,8845.0,7088.0,7651.0
1724,gfvo,False,False,1.0,1764.0,2290.0,0.7190190451343595,0.5,6356.0,8035.0,8035.0
1725,gfvo,False,False,1.0,1743.0,3482.0,0.5,0.5,8354.0,8354.0,8354.0
1726,gfvo,False,False,1.0,1580.0,3104.0,0.4065491183879093,1.0,8259.0,7888.0,7319.0
1727,gfvo,False,False,1.0,1693.0,1723.0,0.5385714285714286,0.5,8462.0,8516.0,8516.0
1728,gfvo,False,False,3.0,3156.0,7170.0,0.6728832525177173,0.7086003875391266,6908.0,8762.0,5963.0
1729,gfvo,False,False,1.0,1610.0,2799.0,0.13013698630136986,0.10685663401602849,8464.0,7384.0,9150.0
1730,gfvo,False,False,1.0,1639.0,1662.0,0.38095238095238093,0.38095238095238093,9434.0,9359.0,9434.0
1731,gfvo,False,False,1.0,1583.0,4966.0,0.9740057187418768,0.9740057187418768,4904.0,8551.0,4904.0
1732,gfvo,False,False,1.0,1831.0,3297.0,0.1470735367683842,0.7123893805309734,8848.0,7437.0,7245.0
1733,gfvo,False,False,1.0,1607.0,3262.0,0.551611141452758,1.0,7846.0,8224.0,7979.0
1734,gfvo,False,False,2.0,2532.0,5645.0,0.3785372224640836,0.5,7968.0,6852.0,6852.0
1735,gfvo,False,False,3.0,3314.0,4658.0,0.5632474701011959,0.5187062515085686,8173.0,8723.0,8568.0
1736,gfvo,False,False,3.0,3768.0,7154.0,0.5471151058277761,1.0,8165.0,8490.0,8297.0
1737,gfvo,False,False,1.0,2004.0,2982.0,0.585257189145403,0.45545454545454545,8726.0,9147.0,9245.0
1738,gfvo,False,False,1.0,1332.0,7413.0,0.7391441654823938,0.6098368408607235,5945.0,8974.0,8045.0
1739,gfvo,False,False,1.0,1505.0,2568.0,0.5,0.9867109634551495,10015.0,10015.0,9429.0
1740,gfvo,False,False,5.0,3879.0,8106.0,0.012322858903265557,0.5,8827.0,7244.0,7244.0
1741,koro,False,False,2.0,2135.0,4536.0,0.9459459459459459,0.9459459459459459,1133.0,1232.0,1133.0
1742,koro,False,False,3.0,2901.0,4628.0,0.9628712871287128,0.5,814.0,1562.0,1562.0
1743,koro,False,False,1.0,1426.0,3882.0,0.02296387017758726,0.5,4040.0,924.0,924.0
1744,koro,False,False,1.0,1273.0,1535.0,1.0,0.5,928.0,1137.0,1137.0
1745,koro,False,False,2.0,2381.0,5358.0,0.0,0.75,926.0,924.0,920.0
1746,koro,False,False,5.0,6223.0,20403.0,0.0,0.025157232704402517,1566.0,796.0,947.0
1747,koro,False,False,1.0,1579.0,4807.0,0.0502283105022831,0.5,1318.0,924.0,924.0
1748,koro,False,False,2.0,2069.0,2620.0,0.8536285362853628,0.5,1404.0,1979.0,1979.0
1749,koro,False,False,1.0,1506.0,4428.0,1.0,0.5,955.0,1035.0,1035.0
1750,koro,False,False,2.0,2094.0,5493.0,1.0,0.5,873.0,929.0,929.0
1751,koro,False,False,2.0,2516.0,5662.0,0.054242002781641166,0.9932279909706546,2625.0,1343.0,906.0
1752,koro,False,False,2.0,2148.0,5655.0,0.14733969986357434,0.5,1443.0,926.0,926.0
1753,koro,False,False,4.0,3869.0,10410.0,0.973384030418251,0.9459459459459459,1410.0,1659.0,1560.0
1754,koro,False,False,1.0,1432.0,2960.0,0.7216981132075472,0.5378151260504201,830.0,924.0,915.0
1755,koro,False,False,1.0,1717.0,6616.0,0.08797653958944282,0.5,1210.0,929.0,929.0
1756,koro,False,False,1.0,2192.0,6039.0,0.16602316602316602,1.0,1957.0,1784.0,1146.0
1757,koro,False,False,2.0,3432.0,14259.0,0.3488372093023256,0.3488372093023256,1562.0,1536.0,1562.0
1758,koro,False,False,1.0,1499.0,11375.0,0.0,0.5,1951.0,926.0,926.0
1759,koro,False,False,1.0,1863.0,11512.0,0.5,0.5,1133.0,1133.0,1133.0
1760,koro,False,False,5.0,6052.0,19120.0,0.13740458015267176,0.13740458015267176,924.0,829.0,924.0
1761,koro,False,False,4.0,3975.0,7594.0,0.0,0.0,919.0,912.0,917.0
1762,koro,False,False,1.0,1348.0,1251.0,0.5,0.5,924.0,924.0,924.0
1763,koro,False,False,1.0,1788.0,4753.0,0.9,0.5,916.0,924.0,924.0
1764,koro,False,False,4.0,3280.0,8090.0,0.7718550106609808,1.0,893.0,1148.0,1048.0
1765,koro,False,False,1.0,1661.0,6544.0,0.8571428571428571,0.5,925.0,930.0,930.0
1766,koro,False,False,1.0,1579.0,2975.0,0.6,0.6,929.0,930.0,929.0
1767,koro,False,False,2.0,2556.0,4869.0,0.16666666666666666,0.21875,925.0,905.0,923.0
1768,koro,False,False,2.0,2566.0,5188.0,0.6129032258064516,0.5,917.0,924.0,924.0
1769,koro,False,False,1.0,1566.0,12075.0,0.0,1.0,1435.0,926.0,924.0
1770,koro,False,False,3.0,3530.0,10918.0,0.5,0.5,925.0,925.0,925.0
1771,koro,False,False,2.0,2307.0,5193.0,0.036036036036036036,0.25,1030.0,927.0,929.0
1772,koro,False,False,1.0,1605.0,2950.0,0.7777777777777778,0.8571428571428571,920.0,925.0,915.0
1773,koro,False,False,1.0,1598.0,5284.0,0.038183694530443756,0.5,1824.0,929.0,929.0
1774,koro,False,False,1.0,1454.0,2311.0,1.0,1.0,933.0,1037.0,933.0
1775,koro,False,False,1.0,1563.0,6827.0,0.5,1.0,924.0,924.0,918.0
1776,koro,False,False,5.0,4895.0,9347.0,0.0,0.3125,931.0,904.0,916.0
1777,koro,False,False,1.0,1522.0,3817.0,0.4,0.4,924.0,923.0,924.0
1778,koro,False,False,1.0,1500.0,6401.0,0.5,0.5,924.0,924.0,924.0
1779,koro,False,False,3.0,3496.0,6314.0,0.0,0.0625,914.0,889.0,917.0
1780,koro,False,False,3.0,2830.0,6450.0,0.14285714285714285,0.0,926.0,921.0,1031.0
1781,koro,False,False,1.0,1727.0,4081.0,0.07941176470588235,0.5,1316.0,1030.0,1030.0
1782,koro,False,False,2.0,2112.0,2470.0,0.03669724770642202,0.5,1025.0,924.0,924.0
1783,koro,False,False,1.0,1543.0,1364.0,0.5,0.5,1668.0,1668.0,1668.0
1784,koro,False,False,6.0,5518.0,12836.0,0.011706860220088973,1.0,5014.0,843.0,823.0
1785,koro,False,False,1.0,1491.0,3030.0,0.018604651162790697,0.05357142857142857,1450.0,1243.0,1343.0
1786,koro,False,False,1.0,1639.0,4390.0,0.060882800608828,1.0,1928.0,1351.0,943.0
1787,koro,False,False,3.0,3018.0,6060.0,0.08936170212765958,0.0,1122.0,929.0,931.0
1788,koro,False,False,1.0,1421.0,1387.0,0.5,0.0,924.0,924.0,1029.0
1789,koro,False,False,2.0,2200.0,2650.0,0.5,0.5,1039.0,1039.0,1039.0
1790,koro,False,False,1.0,1307.0,3576.0,0.0,1.0,925.0,915.0,905.0
1791,koro,False,False,1.0,1641.0,7180.0,0.5,0.75,924.0,924.0,920.0
1792,koro,False,False,1.0,1639.0,6302.0,0.03525046382189239,0.5,1455.0,954.0,954.0
1793,koro,False,False,1.0,1482.0,1479.0,0.0,0.0,1029.0,924.0,1029.0
1794,koro,False,False,3.0,3207.0,8204.0,0.02050473186119874,0.38461538461538464,2157.0,941.0,947.0
1795,koro,False,False,3.0,3276.0,6706.0,0.2857142857142857,0.6111111111111112,924.0,921.0,917.0
1796,koro,False,False,4.0,3426.0,7849.0,0.31875,0.5,878.0,820.0,820.0
1797,koro,False,False,1.0,1432.0,11591.0,0.5,0.5,926.0,926.0,926.0
1798,koro,False,False,1.0,1536.0,3936.0,0.08490566037735849,0.08490566037735849,1013.0,925.0,1013.0
1799,koro,False,False,1.0,1426.0,3751.0,1.0,0.9722222222222222,1023.0,1026.0,924.0
1800,koro,False,False,1.0,1641.0,5337.0,0.03345070422535211,0.5,1454.0,924.0,924.0
1801,koro,False,False,1.0,1646.0,11880.0,0.0,0.0,1567.0,1058.0,1463.0
1802,koro,False,False,1.0,1572.0,4365.0,0.0,0.5,3607.0,924.0,924.0
1803,koro,False,False,2.0,2479.0,7001.0,0.011467889908256881,0.8956521739130435,2142.0,1290.0,926.0
1804,koro,False,False,1.0,1362.0,10801.0,0.0,0.5,1435.0,924.0,924.0
1805,koro,False,False,1.0,1612.0,3230.0,0.8,0.85,948.0,957.0,943.0
1806,koro,False,False,1.0,1476.0,10728.0,1.0,1.0,924.0,927.0,924.0
1807,koro,False,False,3.0,2954.0,8074.0,0.03525046382189239,0.5,1425.0,924.0,924.0
1808,koro,False,False,2.0,2523.0,3999.0,0.5384615384615384,0.14285714285714285,915.0,917.0,922.0
1809,koro,False,False,2.0,2569.0,8873.0,0.5,0.5,939.0,939.0,939.0
1810,koro,False,False,1.0,1537.0,4498.0,0.0250730282375852,0.05825242718446602,4826.0,924.0,1015.0
1811,koro,False,False,1.0,1596.0,6773.0,0.5,0.5,924.0,924.0,924.0
1812,koro,False,False,1.0,1419.0,7193.0,0.004539559014267186,0.5,2457.0,929.0,929.0
1813,koro,False,False,2.0,2600.0,3809.0,0.01824,0.0,3831.0,820.0,924.0
1814,koro,False,False,3.0,3384.0,6278.0,0.8095238095238095,0.8181818181818182,943.0,956.0,949.0
1815,koro,False,False,1.0,1668.0,3477.0,0.8,0.8,915.0,924.0,915.0
1816,koro,False,False,2.0,3146.0,17773.0,0.0,0.04,1546.0,880.0,926.0
1817,koro,False,False,2.0,2145.0,7025.0,0.4834123222748815,0.0,878.0,871.0,924.0
1818,koro,False,False,1.0,1430.0,6655.0,0.00482392667631452,0.5,2977.0,924.0,924.0
1819,koro,False,False,2.0,2206.0,2497.0,1.0,0.5,924.0,1029.0,1029.0
1820,koro,False,False,1.0,1510.0,4140.0,0.5,0.5,925.0,925.0,925.0
1821,koro,False,False,1.0,1577.0,3852.0,0.4,0.4,926.0,925.0,926.0
1822,koro,False,False,1.0,1735.0,3319.0,0.5,0.88,1145.0,1145.0,1126.0
1823,koro,False,False,1.0,1640.0,2561.0,0.5,0.5,922.0,922.0,922.0
1824,koro,False,False,1.0,1763.0,3034.0,0.75,0.5,916.0,926.0,926.0
1825,koro,False,False,1.0,1408.0,2553.0,0.3556231003039514,0.5,1023.0,928.0,928.0
1826,koro,False,False,1.0,1507.0,2398.0,0.7407407407407407,0.8333333333333334,910.0,923.0,915.0
1827,koro,False,False,1.0,1489.0,4618.0,0.061634349030470915,0.5,2194.0,928.0,928.0
1828,koro,False,False,4.0,4360.0,7860.0,0.6818181818181818,0.22727272727272727,904.0,912.0,924.0
1829,koro,False,False,7.0,7378.0,22399.0,0.0,0.0,936.0,925.0,936.0
1830,koro,False,False,1.0,1710.0,6513.0,0.05442176870748299,0.5,1529.0,1136.0,1136.0
1831,koro,False,False,2.0,2431.0,3026.0,1.0,1.0,821.0,926.0,821.0
1832,koro,False,False,2.0,1898.0,5144.0,0.009446693657219974,0.5,1631.0,904.0,904.0
1833,koro,False,False,3.0,3515.0,8182.0,0.5,0.5,946.0,946.0,946.0
1834,koro,False,False,3.0,3078.0,6366.0,0.0,0.25,926.0,922.0,924.0
1835,koro,False,False,1.0,1581.0,3922.0,0.0,0.4,1442.0,923.0,924.0
1836,koro,False,False,2.0,2079.0,12714.0,0.0,1.0,1752.0,928.0,926.0
1837,koro,False,False,1.0,1751.0,3315.0,1.0,1.0,1030.0,2065.0,1030.0
1838,koro,False,False,1.0,1749.0,3419.0,1.0,0.9090909090909091,1235.0,1247.0,1238.0
1839,koro,False,False,3.0,2790.0,7880.0,0.02158273381294964,0.0,3522.0,862.0,924.0
1840,koro,False,False,1.0,1781.0,7248.0,0.07941176470588235,0.5,1210.0,924.0,924.0
1841,lico,False,False,4.0,4911.0,7898.0,0.773109243697479,0.773109243697479,5096.0,5161.0,5096.0
1842,lico,False,False,6.0,6525.0,11477.0,1.0,0.5,1118.0,7369.0,7369.0
1843,lico,False,False,1.0,2027.0,3489.0,0.5,0.040214477211796246,6773.0,6773.0,7459.0
1844,lico,False,False,1.0,2265.0,4930.0,0.4894179894179894,1.0,7485.0,7469.0,7378.0
1845,lico,False,False,1.0,2427.0,6752.0,0.5,1.0,7511.0,7511.0,919.0
1846,lico,False,False,1.0,1969.0,3728.0,1.0,0.5287958115183246,7675.0,7764.0,7753.0
1847,lico,False,False,2.0,3297.0,11588.0,0.2915451895043732,0.26721763085399447,2906.0,2620.0,2958.0
1848,lico,False,False,2.0,2792.0,5134.0,0.10081087004163927,1.0,7129.0,3486.0,3312.0
1849,lico,False,False,1.0,1899.0,3930.0,0.5078864353312302,0.5,6723.0,6758.0,6758.0
1850,lico,False,False,1.0,2401.0,13083.0,0.9955964005360903,1.0,1638.0,6815.0,1562.0
1851,lico,False,False,4.0,4851.0,8201.0,0.24025974025974026,0.5418660287081339,7599.0,6879.0,6739.0
1852,lico,False,False,7.0,7557.0,14950.0,1.0,0.959221501390176,5143.0,7177.0,5195.0
1853,lico,False,False,1.0,2282.0,4026.0,1.0,0.5167464114832536,2476.0,7525.0,7511.0
1854,lico,False,False,1.0,2388.0,10453.0,0.31663263703471023,0.8741865509761388,5919.0,3584.0,2894.0
1855,lico,False,False,2.0,3014.0,4632.0,0.5270618556701031,0.12745098039215685,7469.0,7511.0,7663.0
1856,lico,False,False,1.0,1964.0,2444.0,0.6427350427350428,0.5,7123.0,7290.0,7290.0
1857,lico,False,False,1.0,2153.0,11915.0,0.016062823487417454,0.5081081081081081,7511.0,2088.0,2085.0
1858,lico,False,False,1.0,2329.0,5641.0,0.3308550185873606,0.339265429761454,6099.0,6008.0,6857.0
1859,lico,False,False,2.0,3103.0,5784.0,0.8989784335981839,0.8989784335981839,5931.0,7337.0,5931.0
1860,lico,False,False,1.0,1910.0,2401.0,0.6575757575757576,1.0,3028.0,3860.0,2902.0
1861,lico,False,False,2.0,3131.0,5294.0,0.05898876404494382,1.0,2214.0,1272.0,1095.0
1862,lico,False,False,3.0,4379.0,11360.0,0.0,0.0,7281.0,2265.0,7511.0
1863,lico,False,False,1.0,2132.0,3372.0,0.9335281227173119,0.9287949921752738,5289.0,7663.0,5471.0
1864,lico,False,False,4.0,5124.0,8306.0,0.555333998005982,1.0,7297.0,7408.0,7393.0
1865,lico,False,False,10.0,8980.0,15029.0,0.4274028629856851,1.0,7525.0,7383.0,4780.0
1866,lico,False,False,3.0,4316.0,7080.0,0.3473491773308958,0.3473491773308958,7475.0,7308.0,7475.0
1867,lico,False,False,4.0,4700.0,7757.0,0.0,0.0,7663.0,7485.0,7663.0
1868,lico,False,False,1.0,2357.0,2442.0,0.5,0.7787610619469026,6649.0,6649.0,6586.0
1869,lico,False,False,1.0,2441.0,4024.0,0.6995967741935484,0.8365384615384616,6941.0,7337.0,7197.0
1870,lico,False,False,5.0,5668.0,10147.0,0.1869631126831733,0.40843214756258234,6587.0,5348.0,5765.0
1871,lico,False,False,2.0,2957.0,5398.0,0.620051085568327,0.7844458052663809,5897.0,6649.0,5720.0
1872,lico,False,False,7.0,7793.0,11838.0,0.3438287153652393,1.0,7315.0,6819.0,6093.0
1873,lico,False,False,1.0,2295.0,5142.0,0.2850134903115036,0.0,5944.0,4191.0,7562.0
1874,lico,False,False,3.0,3584.0,5740.0,1.0,0.3987341772151899,7586.0,7599.0,7663.0
1875,lico,False,False,4.0,5961.0,10310.0,0.44554455445544555,0.7463126843657817,6989.0,6802.0,6635.0
1876,lico,False,False,3.0,4165.0,7147.0,0.7032734952481521,0.1262135922330097,7201.0,7586.0,7663.0
1877,lico,False,False,4.0,4701.0,8551.0,0.8290468986384266,0.22123893805309736,6151.0,6586.0,6649.0
1878,lico,False,False,3.0,3942.0,6602.0,1.0,0.9186602870813397,7201.0,7303.0,7128.0
1879,lico,False,False,1.0,1866.0,3294.0,0.5631067961165048,0.5631067961165048,7560.0,7586.0,7560.0
1880,lico,False,False,3.0,4166.0,6491.0,0.40270903881219067,0.8988439306358381,6409.0,5662.0,5110.0
1881,lico,False,False,1.0,1895.0,4629.0,0.0,0.5,7369.0,2451.0,2451.0
1882,lico,False,False,2.0,2928.0,7752.0,1.0,0.5,6834.0,7663.0,7663.0
1883,lico,False,False,2.0,3110.0,6338.0,0.14195583596214512,0.9347826086956522,4356.0,3448.0,3408.0
1884,lico,False,False,1.0,2341.0,2565.0,0.17943548387096775,0.0,1656.0,1020.0,7369.0
1885,lico,False,False,6.0,7469.0,11623.0,0.1633954857703631,0.08896797153024912,7599.0,6227.0,6689.0
1886,lico,False,False,2.0,2770.0,5964.0,0.5850340136054422,0.5,5977.0,6552.0,6552.0
